"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"46","FBgn0000116",583.737405137535,315.435672780774,852.039137494296,2.70115022179644,1.43357387613499,1.21318675817433e-15,2.96869380973679e-13
"47","FBgn0000117",8625.430031005,8050.5094996118,9200.35056239821,1.14282835922892,0.192608742236845,0.073238567570217,0.477877722816417
"48","FBgn0000119",488.106969498702,513.516451992424,462.697487004981,0.901037318687129,-0.150341234830912,0.289000411302786,0.939675233414131
"49","FBgn0000120",0,0,0,NA,NA,NA,NA
"50","FBgn0000121",5.29607486426272,5.41504626442054,5.1771034641049,0.956058953387151,-0.0648285131489515,1,1
"51","FBgn0000137",0,0,0,NA,NA,NA,NA
"52","FBgn0000139",466.332400733422,524.587699332735,408.077102134109,0.777900630634639,-0.362342218399093,0.010608270781962,0.133437781956285
"53","FBgn0000140",660.504392535505,616.425844972078,704.582940098931,1.14301330134989,0.192842192423666,0.285580683448231,0.935229118498578
"54","FBgn0000142",1434.27297778392,1453.48946568797,1415.05648987987,0.973558132538709,-0.0386609679999997,0.838352918179812,1
"55","FBgn0000146",1173.33345884288,988.58211094659,1358.08480673917,1.37377036434411,0.458140867395074,0.000213559017682424,0.00589002940615242
"56","FBgn0000147",318.141487866546,270.899412209838,365.383563523253,1.34877946224641,0.431654473761522,0.00925578413872138,0.121104406575011
"57","FBgn0000150",7313.47877096086,6656.77324448568,7970.18429743605,1.19730446039128,0.259790059252757,0.0202298806290727,0.213845456907137
"58","FBgn0000152",397.764221285748,370.816790485794,424.711652085703,1.1453409418956,0.195777119688796,0.188416660194531,0.787706291856525
"59","FBgn0000153",21.0520500292529,23.432618154499,18.6714819040068,0.796815865000639,-0.327681722418763,0.503175766506104,1
"60","FBgn0000157",0,0,0,NA,NA,NA,NA
"61","FBgn0000158",3.96539039537291,3.20227325688265,4.72850753386317,1.47660963151729,0.56228847396233,0.741885204998728,1
"62","FBgn0000163",715.839072757625,772.57412451621,659.104020999039,0.853127227645339,-0.229167186865752,0.287832634347762,0.938360706933245
"63","FBgn0000166",7.36175290680952,7.54989510234231,7.17361071127672,0.950160315346786,-0.0737571428723398,1,1
"64","FBgn0000171",5626.6688514184,5836.91322948256,5416.42447335424,0.927960423669756,-0.1078648173286,0.616826636057471,1
"65","FBgn0000173",1139.84837637545,1098.9349027042,1180.76185004671,1.07446023157619,0.103612086051344,0.563623906156419,1
"66","FBgn0000179",0.73493307738598,0.572674294288501,0.897191860483458,1.56667039088622,0.647701685584034,1,1
"67","FBgn0000180",23.6559649346792,21.4264125488338,25.8855173205245,1.20811252287464,0.272754832670484,0.586572343720139,1
"68","FBgn0000181",9930.53107836848,10319.6095154235,9541.45264131348,0.924594348948283,-0.113107549931075,0.266343042696301,0.915616551943686
"69","FBgn0000182",3.46048477229747,3.61909921193892,3.30187033265603,0.912345901367832,-0.132347192014461,1,1
"70","FBgn0000183",1941.55019568468,1946.69259041405,1936.40780095531,0.994716788100293,-0.00764226929495566,0.949934937942047,1
"71","FBgn0000206",0,0,0,NA,NA,NA,NA
"72","FBgn0000210",1258.22652351904,1233.85363069523,1282.59941634284,1.03950694347768,0.0558993948363545,0.7670169260774,1
"73","FBgn0000212",2528.32624183186,2365.63015327313,2691.02233039059,1.13754989412324,0.185929824806319,0.0891369167981256,0.533349318643097
"74","FBgn0000216",0.247375062336192,0.494750124672384,0,0,-Inf,0.97009833542756,1
"75","FBgn0000221",162.971122866434,178.36869839437,147.573547338497,0.827351147745743,-0.273428321005008,0.156171402379987,0.7200245914083
"76","FBgn0000227",0,0,0,NA,NA,NA,NA
"77","FBgn0000228",597.04751918659,605.389185041365,588.705853331815,0.972441972665221,-0.0403159303883322,0.792902194151657,1
"78","FBgn0000229",587.239815475261,632.779804193243,541.69982675728,0.85606370994712,-0.224209926059457,0.104256974706829,0.580096500291844
"79","FBgn0000233",2.70387672185808,3.12434908726654,2.28340435644963,0.730841622581731,-0.452369294826878,0.888836835309333,1
"80","FBgn0000239",1827.25263629059,1853.01652801001,1801.48874457117,0.972192485787387,-0.0406861115108853,0.720014723936149,1
"81","FBgn0000241",7.00181895507691,7.23819842387784,6.76543948627597,0.934685551581137,-0.0974470020532053,0.947323070677832,1
"82","FBgn0000242",116.160542542154,109.372040858683,122.949044225624,1.12413596071124,0.168816535542409,0.459188192365056,1
"83","FBgn0000244",373.549762782112,425.610469291282,321.489056272941,0.755359840673746,-0.404764011137018,0.124539913252103,0.641726497451809
"84","FBgn0000246",98.8723819073693,94.4008938862546,103.343869928484,1.09473401865246,0.130580388928148,0.559606577669077,1
"85","FBgn0000247",2075.44376509543,2182.1235178832,1968.76401230765,0.902223909954224,-0.148442575272895,0.294216007802962,0.944661726896109
"86","FBgn0000250",1702.97035526776,1723.00100744997,1682.93970308555,0.976749111468192,-0.0339400568725945,0.781770933655245,1
"87","FBgn0000251",1.75766592234913,1.64009871324939,1.87523313144888,1.14336601589891,0.193287315007584,1,1
"88","FBgn0000253",6843.86139262513,6477.2905037531,7210.43228149716,1.11318649014109,0.154695305046337,0.149795050446747,0.705079287068366
"89","FBgn0000256",1649.27858471358,1912.69591554565,1385.86125388151,0.724559111889018,-0.464824700549849,0.000102281243188834,0.00309562257345995
"90","FBgn0000257",611.241237311429,605.159103683827,617.323370939031,1.02010094069668,0.0287119163509718,0.847259954034009,1
"91","FBgn0000258",600.581159726988,601.536313320578,599.626006133399,0.996824286173792,-0.00458887693107676,0.989353306684162,1
"92","FBgn0000259",1318.32241858046,1323.12998514338,1313.51485201753,0.992733039660648,-0.0105222866384913,0.940030378610539,1
"93","FBgn0000261",1500.46168844529,1596.60964430097,1404.31373258961,0.879559845828472,-0.185146351934188,0.14431939969204,0.692863818307853
"94","FBgn0000273",1547.05260387203,1641.42670529208,1452.67850245198,0.885009667363418,-0.176234880391064,0.358368193023203,1
"95","FBgn0000274",0,0,0,NA,NA,NA,NA
"96","FBgn0000276",36.9770889979483,28.7425351423278,45.2116428535689,1.57298730364907,0.653507026102334,0.0829847682414515,0.511874106296985
"97","FBgn0000277",17.7215322506485,18.4851169077752,16.9579475935219,0.917383843344211,-0.124402595503721,0.84565444382696,1
"98","FBgn0000278",29.4025617344606,35.4859834415332,23.319140027388,0.657136642860939,-0.605734703821143,0.157001627671971,0.721981495343997
"99","FBgn0000279",67.2006611767079,59.2302982744967,75.171024078919,1.26913127687702,0.343841306928351,0.253259078319394,0.896226687803604
"100","FBgn0000280",0.530847464885605,0.572674294288501,0.489020635482709,0.853924543776277,-0.227819501773795,1,1
"101","FBgn0000281",0.530847464885605,0.572674294288501,0.489020635482709,0.853924543776277,-0.227819501773795,1,1
"102","FBgn0000283",2511.98376964299,2536.50336677911,2487.46417250688,0.98066661573783,-0.0281653290517126,0.818002191521701,1
"103","FBgn0000286",357.977747899667,416.112469948537,299.843025850797,0.720581687657379,-0.47276610626668,0.00295426454924216,0.0496306827488754
"104","FBgn0000287",0.695970992577921,0.494750124672384,0.897191860483458,1.81342422314207,0.858716461227003,1,1
"105","FBgn0000289",2603.47391516113,2709.58197099,2497.36585933225,0.921679390426336,-0.117663103756722,0.306331065403249,0.955687907425638
"106","FBgn0000299",41709.6647164007,32573.5705969217,50845.7588358796,1.56095134503568,0.642425569109732,0.000101183524543404,0.0030704794611443
"107","FBgn0000303",1.69849148492058,1.56217454363327,1.8348084262079,1.17452203640481,0.23207378147586,1,1
"108","FBgn0000307",1115.74892262379,1172.25840222528,1059.23944302229,0.903588697689483,-0.146261869629265,0.440005518880383,1
"109","FBgn0000308",11436.5054269192,10967.5250642788,11905.4857895597,1.085521639548,0.118388485932245,0.27781433090748,0.926934325432818
"110","FBgn0000313",43.4263875819824,41.9684541249147,44.8843210390501,1.06947758679547,0.0969062480402622,0.809084753959932,1
"111","FBgn0000316",0.736395697818901,0.494750124672384,0.978041270965419,1.97683885701507,0.983195273869174,1,1
"112","FBgn0000317",1006.17048940379,1022.02361022155,990.31736858603,0.968976996892815,-0.0454656778151941,0.728881974880341,1
"113","FBgn0000318",706.854435489265,618.372582164682,795.336288813847,1.28617650871532,0.363088644823022,0.0858686804832669,0.52186571289961
"114","FBgn0000319",10667.7140097495,10494.7209832834,10840.7070362156,1.03296762757993,0.0467950419457514,0.663859420583672,1
"115","FBgn0000320",1.02273284496315,1.06742441896088,0.978041270965419,0.916262785066807,-0.126166670864603,1,1
"116","FBgn0000326",198.63985472993,187.294023442827,209.985686017033,1.1211552945315,0.164986123935807,0.365748341881478,1
"117","FBgn0000330",170.881866244574,177.636484609539,164.127247879609,0.923950100906215,-0.11411315571253,0.583954370184982,1
"118","FBgn0000337",20.5898515455234,23.4054130475233,17.7742900435234,0.759409372841816,-0.397050289676793,0.458768732695381,1
"119","FBgn0000338",1448.50003045825,1417.57927398876,1479.42078692775,1.04362472989957,0.0616030360069361,0.670781900773458,1
"120","FBgn0000339",380.62994148307,386.93697719811,374.322905768029,0.9674001913143,-0.0478152717943404,0.738188807865796,1
"121","FBgn0000346",71.6996768031415,49.6741975664892,93.7251560397938,1.88679758569511,0.915939659940335,0.000964837250953317,0.020372020727289
"122","FBgn0000351",27.1674912285686,25.8791636708853,28.4558187862519,1.09956485256382,0.136932697156039,0.800843674250762,1
"123","FBgn0000352",630.901499969835,630.742702329291,631.060297610379,1.00050352589085,0.000726251477819292,0.958266687279246,1
"124","FBgn0000355",0,0,0,NA,NA,NA,NA
"125","FBgn0000356",0,0,0,NA,NA,NA,NA
"126","FBgn0000357",2.70101197726324,2.62959896259415,2.77242499193234,1.05431475725762,0.0763056363718303,1,1
"127","FBgn0000358",0,0,0,NA,NA,NA,NA
"128","FBgn0000359",0.286337147144251,0.572674294288501,0,0,-Inf,0.970100991637725,1
"129","FBgn0000360",0.739260442413738,0.989500249344767,0.489020635482709,0.494209714253768,-1.01680472613083,0.943747805192246,1
"130","FBgn0000363",2.21345396221346,2.55167479297804,1.87523313144888,0.734902871090524,-0.444374507054868,0.899651400200597,1
"131","FBgn0000370",7845.2605728523,8051.05961700613,7639.46152869847,0.948876532048247,-0.0757077191163509,0.457682927827005,1
"132","FBgn0000376",1008.30829788906,991.441791266722,1025.17480451139,1.0340241994455,0.0482699496871686,0.726428662754403,1
"133","FBgn0000377",702.001241097726,682.220229250884,721.782252944568,1.05799010641641,0.081326136439912,0.520194337809854,1
"134","FBgn0000382",556.767842472182,601.427492892675,512.108192051689,0.851487832038758,-0.231942181287444,0.109131987651768,0.598534568422975
"135","FBgn0000384",425.297082045333,418.223804830794,432.370359259871,1.03382532095417,0.0479924430202298,0.725640020653521,1
"136","FBgn0000392",838.738038621082,682.220229250884,995.25584799128,1.45884833858434,0.544829908927414,2.4531205298046e-05,0.000865439853168183
"137","FBgn0000394",479.889228731648,510.236254565925,449.542202897371,0.881047159770745,-0.182708850603831,0.210027545816116,0.826653522381386
"138","FBgn0000395",374.255335511648,444.718979555986,303.791691467309,0.683109346425059,-0.549811563343352,0.0538136551979904,0.400481788320891
"139","FBgn0000404",1758.32806591583,1708.98477331729,1807.67135851437,1.05774573696495,0.0809928712088773,0.471220904354508,1
"140","FBgn0000405",1723.45433612564,1355.65990833861,2091.24876391267,1.54260574576963,0.625369389645911,8.89165876020511e-08,5.91115418503578e-06
"141","FBgn0000406",213.98244230382,352.705162773057,75.2597218345829,0.2133785659469,-2.22851283135469,3.93979429850754e-10,4.04567627027993e-08
"142","FBgn0000409",3181.63905089601,3192.36171274408,3170.91638904795,0.993282301435168,-0.00972428952129145,0.882345658334684,1
"143","FBgn0000411",0,0,0,NA,NA,NA,NA
"144","FBgn0000412",2103.53419464239,1974.23167560254,2232.83671368224,1.13099021825833,0.177586451758133,0.122004848132049,0.634061345850293
"145","FBgn0000413",2203.46326012739,2275.65617244975,2131.27034780503,0.936552003596708,-0.0945689901701486,0.620508389047612,1
"146","FBgn0000414",1714.10847601537,1821.89060691567,1606.32634511506,0.881681007091013,-0.181671312948013,0.134260399880545,0.668164802694138
"147","FBgn0000416",28587.2612247391,32258.1499628892,24916.3724865889,0.772405501098279,-0.372569655639005,0.000417925384837696,0.0102924193811956
"148","FBgn0000422",4.949100659257,4.84237197013204,5.05582934838196,1.04408116096131,0.0622338632155556,1,1
"149","FBgn0000426",498.41301686925,449.840784898497,546.985248840003,1.21595299315385,0.282087457519444,0.16616057483208,0.740702624474324
"150","FBgn0000427",0.247375062336192,0.494750124672384,0,0,-Inf,0.97009833542756,1
"151","FBgn0000439",0,0,0,NA,NA,NA,NA
"152","FBgn0000442",2.94405967457168,2.70752313221027,3.18059621693308,1.17472540828732,0.232323566663673,0.965909161279646,1
"153","FBgn0000447",467.330288448991,393.029827033411,541.630749864571,1.3780907010361,0.462670844231406,0.00161954360034435,0.0307873899959675
"154","FBgn0000448",6.38292997008675,5.75394804986069,7.0119118903128,1.21862620752764,0.285255672107937,0.861431519174455,1
"155","FBgn0000449",0,0,0,NA,NA,NA,NA
"156","FBgn0000451",0.224297965120865,0,0.448595930241729,Inf,Inf,1,1
"157","FBgn0000454",2164.79440347841,2143.46848154658,2186.12032541024,1.01989851692752,0.0284256066975123,0.803259288711726,1
"158","FBgn0000455",436.668955849284,478.108392720506,395.229518978062,0.826652543640049,-0.274647027763659,0.0605602740471575,0.430014566182256
"159","FBgn0000459",3.91054332297212,3.5411750423228,4.27991160362144,1.20861339879264,0.273352841080845,1,1
"160","FBgn0000463",1.45111642258439,1.06742441896088,1.8348084262079,1.71891179704699,0.781495517342069,0.875615778682814,1
"161","FBgn0000464",1161.16468614345,1203.70846049982,1118.62091178709,0.929312161952074,-0.105764806295312,0.586409240933473,1
"162","FBgn0000472",1887.66630952746,2045.74678756941,1729.58583148551,0.845454501991649,-0.242200976582303,0.185790729100267,0.782806434845994
"163","FBgn0000473",13.3919791827009,11.7416686085697,15.042289756832,1.2811032450578,0.35738674822498,0.611849600571439,1
"164","FBgn0000477",1.76053066694397,2.13484883792177,1.38621249596617,0.649325831104565,-0.622985491921177,0.912232015756667,1
"165","FBgn0000479",674.425501017042,709.715977679354,639.13502435473,0.90055042362804,-0.151121037099527,0.256655836917054,0.903347112386423
"166","FBgn0000482",801.565537166774,795.055520982273,808.075553351275,1.01637625552605,0.0234345768095362,0.84463380313403,1
"167","FBgn0000489",88.8110414958149,86.3055295965994,91.3165533950303,1.05806144544681,0.0814234123926943,0.756395419604682,1
"168","FBgn0000490",161.434289207809,122.259058055829,200.609520359789,1.64085609319991,0.714448716773216,0.000351253682281236,0.00889816872228302
"169","FBgn0000492",0.247375062336192,0.494750124672384,0,0,-Inf,0.97009833542756,1
"170","FBgn0000497",0.572674294288501,1.145348588577,0,0,-Inf,0.642661356193278,1
"171","FBgn0000499",762.999001473148,758.599860095749,767.398142850546,1.01159805480809,0.0166361679724042,0.842522604095876,1
"172","FBgn0000500",4.3129850587832,2.55167479297804,6.07429532458836,2.3805131207567,1.25127258066844,0.352402679972067,1
"173","FBgn0000504",1.94159967850002,0.989500249344767,2.89369910765528,2.92440462705436,1.54814293955922,0.596444041794098,1
"174","FBgn0000520",510.204951793961,488.159243553186,532.250660034735,1.0903217895878,0.124753984294826,0.388753605576965,1
"175","FBgn0000524",700.157121578019,608.852435914072,791.461807241967,1.2999238576647,0.378427120648585,0.00448693633731266,0.0692674561280978
"176","FBgn0000527",106.967497028077,128.534961337338,85.4000327188149,0.664410926259073,-0.589852296225596,0.0106910924392202,0.134087518149914
"177","FBgn0000529",0.224297965120865,0,0.448595930241729,Inf,Inf,1,1
"178","FBgn0000533",5.36306186971843,5.18127375557219,5.54484998386467,1.07017120604783,0.097841617521505,1,1
"179","FBgn0000535",142.118436115555,185.338536899802,98.8983353313078,0.533609129464393,-0.906144745230806,0.00454282422307095,0.0697557027897717
"180","FBgn0000536",588.843876957067,566.03050707469,611.657246839444,1.08060826968595,0.111843627786166,0.43455165487883,1
"181","FBgn0000541",3122.60577663323,3291.66991520472,2953.54163806174,0.897277586801423,-0.156373720501864,0.516763881814938,1
"182","FBgn0000542",130.180445980117,131.293203532189,129.067688428045,0.983049274111143,-0.0246643632307908,0.961845915562804,1
"183","FBgn0000543",593.300958538464,541.740723054414,644.861194022514,1.19035022950959,0.251386111379828,0.0671469501654154,0.455827667140442
"184","FBgn0000546",693.419056364938,736.176564994948,650.661547734928,0.883838984659058,-0.178144527524189,0.459581022261664,1
"185","FBgn0000547",280.195180370795,244.931250915404,315.459109826185,1.28794961299218,0.365076153616944,0.0924585602056325,0.544199539879723
"186","FBgn0000551",1.53050321263343,1.145348588577,1.91565783668986,1.67255441338597,0.742053146977426,0.871319084228165,1
"187","FBgn0000552",0,0,0,NA,NA,NA,NA
"188","FBgn0000556",151531.718575697,157839.581565762,145223.855585633,0.920072482105053,-0.120180575615018,0.235068098379917,0.868739781319868
"189","FBgn0000557",32.1122645227979,30.304709685961,33.9198193596347,1.11929200811148,0.162586464997598,0.698119291696449,1
"190","FBgn0000559",84290.2888626337,83334.0771660504,85246.5005592171,1.0229488758765,0.0327340450221685,0.781154869089085,1
"191","FBgn0000560",0.224297965120865,0,0.448595930241729,Inf,Inf,1,1
"192","FBgn0000562",1096.28472978041,1129.51439755551,1063.05506200531,0.941161143501991,-0.0874863357724181,0.577206264805942,1
"193","FBgn0000564",0,0,0,NA,NA,NA,NA
"194","FBgn0000565",513.363378649554,382.277658674186,644.449098624922,1.68581418244529,0.753445525106509,1.53407230848275e-07,9.33511408458208e-06
"195","FBgn0000566",594.463769151472,539.663975581755,649.26356272119,1.20308857381352,0.26674286055016,0.252850851162728,0.89588343783812
"196","FBgn0000567",190.250691772492,276.591567743126,103.909815801858,0.375679622664275,-1.41242523038088,1.15645705866334e-08,8.92645143066249e-07
"197","FBgn0000568",2912.59497274919,3300.66578212017,2524.5241633782,0.764853011490483,-0.386745575799876,0.145559431431212,0.695181041222487
"198","FBgn0000575",995.082112748842,958.641184049534,1031.52304144815,1.07602621148692,0.10571322168785,0.524743866441968,1
"199","FBgn0000576",0,0,0,NA,NA,NA,NA
"200","FBgn0000577",0.247375062336192,0.494750124672384,0,0,-Inf,0.97009833542756,1
"201","FBgn0000578",4058.10038678723,4550.81390362351,3565.38686995095,0.783461364375298,-0.352065963518804,0.0724198344510281,0.475671339817975
"202","FBgn0000579",7229.02026840562,6028.69650556846,8429.34403124278,1.39820341320166,0.483574261907537,7.67291714226243e-06,0.000310219284800175
"203","FBgn0000581",2599.11627369192,2752.37437061889,2445.85817676494,0.888635718626811,-0.170335963386272,0.402819850877707,1
"204","FBgn0000588",265.742893666647,277.561245188117,253.924542145177,0.914841486508969,-0.128406303882386,0.41780319684759,1
"205","FBgn0000591",0,0,0,NA,NA,NA,NA
"206","FBgn0000592",1.96461627944434,2.13484883792177,1.79438372096692,0.840520269675726,-0.250645483506774,1,1
"207","FBgn0000594",16.1419516696148,22.9885870924671,9.29531624676243,0.404344825950975,-1.30634194422766,0.0272319507571661,0.259052659766888
"208","FBgn0000606",0.77535778262696,0.572674294288501,0.978041270965419,1.70784908755255,0.772180498226205,1,1
"209","FBgn0000611",963.434162704732,1021.12679874706,905.741526662399,0.887002013632151,-0.172990715215791,0.156383673339658,0.720168511676583
"210","FBgn0000615",256.824069046301,249.652361955901,263.9957761367,1.05745354888063,0.0805942909845389,0.692794745294889,1
"211","FBgn0000617",666.119070374407,662.569940950178,669.668199798636,1.01071322197062,0.0153737074968588,0.942140898437878,1
"212","FBgn0000618",114.416517365453,100.290867470994,128.542167259912,1.28169364271467,0.358051462460312,0.321285739814822,0.971274975654296
"213","FBgn0000625",0.224297965120865,0,0.448595930241729,Inf,Inf,1,1
"214","FBgn0000629",871.106184341817,901.926606110618,840.285762573016,0.931656475016946,-0.102129999609327,0.451358827300518,1
"215","FBgn0000630",18.4413015099281,21.9211626735062,14.96144034635,0.682511259516009,-0.551075248248399,0.32885560227855,0.979582564570215
"216","FBgn0000633",20.1881268454063,13.8765174464915,26.4997362443211,1.90968204713505,0.933332456477881,0.0673627328562205,0.456265483262304
"217","FBgn0000634",255.668348676528,215.619732630099,295.716964722958,1.37147449871978,0.455727796876275,0.00713728472978259,0.0999828400453466
"218","FBgn0000635",134.56852654494,124.861451911448,144.275601178432,1.15548553192183,0.208499195629602,0.299194123106321,0.951086680443836
"219","FBgn0000636",36.9120905609368,43.4527044989318,30.3714766229418,0.698954805533184,-0.51672892103355,0.176124725480125,0.761221521137509
"220","FBgn0000639",0.719048089793248,0.989500249344767,0.448595930241729,0.453356055785517,-1.141283538773,0.943513939773228,1
"221","FBgn0000640",0.448595930241729,0,0.897191860483458,Inf,Inf,0.739203663287194,1
"222","FBgn0000644",4.25885915586875,5.33712209480442,3.18059621693308,0.595938440312117,-0.746764785078023,0.62060264479685,1
"223","FBgn0000658",2.47098452295271,1.64009871324939,3.30187033265603,2.01321439129375,1.00950081596847,0.620572621020701,1
"224","FBgn0000659",1.18499162806063,0.494750124672384,1.87523313144888,3.79026308015714,1.92229798857203,0.634298890143612,1
"225","FBgn0000662",860.993119342853,893.695216286085,828.291022399621,0.926815996444221,-0.10964515017579,0.423978431966654,1
"226","FBgn0000667",1234.67095451403,1297.63675116926,1171.7051578588,0.902953123671175,-0.147277001979171,0.227163830281394,0.854155741697562
"227","FBgn0000709",1752.15029381451,1895.48479045871,1608.81579717031,0.848762176973721,-0.236567727405009,0.0535073835186515,0.398825935092684
"228","FBgn0000711",737.859117587207,732.342149030716,743.376086143698,1.01506664218028,0.0215744477915849,0.888144861577288,1
"229","FBgn0000715",0,0,0,NA,NA,NA,NA
"230","FBgn0000719",1593.77612265776,1665.5878460801,1521.96439923541,0.913770115948729,-0.130096833647149,0.525609725631479,1
"231","FBgn0000721",707.469974251223,694.842577680896,720.097370821551,1.03634606449269,0.0515058390851748,0.668583424027471,1
"232","FBgn0000723",1586.95997548765,1655.11141994195,1518.80853103335,0.917647303216981,-0.123988333048021,0.32301130193136,0.973226679196364
"233","FBgn0000808",98.6967062376353,100.653283212099,96.7401292631721,0.961122441076456,-0.0572078617222846,0.80386967248715,1
"234","FBgn0000810",183.29337868517,180.655704420214,185.931052950126,1.02920111793227,0.0415249292602033,0.838362208366864,1
"235","FBgn0000826",103.680171386407,77.8440584145285,129.516284358286,1.66379152110232,0.734474670068621,0.00196329836220571,0.0355588889192564
"236","FBgn0000927",30.3100682338038,30.6164063644255,30.003730103182,0.979988629169903,-0.0291630851853978,1,1
"237","FBgn0000928",536.147046494695,449.389371533843,622.904721455546,1.38611360417685,0.471045503843107,0.000795268645961516,0.0174761699492541
